title,url,descriptions
Bimalendra Nidhi,https://en.wikipedia.org/wiki/Bimalendra_Nidhi,"Bimalendra Nidhi (//: बिमलेन्द्र निधि  ) is a Nepali politician who serves as a member of the  and a senior leader of . He is the former  and Minister of Home Affairs of . Nidhi has also served as the Vice-president and General secretary of  for tenures of four consecutive years each.
Born to one of the founders of  Nepali Congress  and Prem Sagari Nidhi Bimalendra Nidhi is the second son in the family.  are residents of  Dhanusha.
Bimalendra Nidhi joined student politics at the age of 14 after witnessing the arrest of his father. He is the former President of the  the student wing of . He was only 23 when he led the union at national level appointed and favored by  during .
He was elected vice-president of  Party on 4 May 2021.
He is the former General Secretary of  Party a faction of Nepali Congress Party before  movement citing differences in opinion later assuming the same post after the two parties merged after the movement until 2009.
He has served twice as the Minister for General Administration once as the Minister for Education and Sports and simultaneously for a period of a month as Minister of Industries Commerce and Supplies. He also served as the Minister for Physical Infrastructure and Transport. He served as  in  second cabinet with Home minister portfolio. He led 15 ministers from  in the  as a part of power sharing. He has also served as .
He was arrested time and again for his political views most notably in the People's Movement of 1990 when he was in his early 30's and then in Janandolan II while he was in his 40s. He has spent seven years in prison in total.
Nidhi was an elected twice as member to the Constituent Assembly from  of . He also served as member of House of Representatives from 1994 to 2008 as representative from .
Nidhi a close confidant of prime minister  fielded candidacy for the post of party president leaving the camp in the . He was able to gerner nearly 6% voters opening the way for second round of election as  who obtained 48% votes was unable to cross 50% mark even after joining hands with leader . Later Deuba asked Nidhi and  for their support and both leaders in absence of an alternative agreed to support .
In  he chose to stand as a candidate for the  from Proportional Representation list. He was elected as a member of House of Representatives from PR list of Nepali Congress on 14 December 2022.
In February 2023 he was the focal person in the gifting of two Shaligram stones from the  to the  the stones would be used for the construction of the child form of the Hindu God  to be established in the  Ayodhya. 










He earned his M.A in Political Science from ."
Mahendra Narayan Nidhi,https://en.wikipedia.org/wiki/Mahendra_Narayan_Nidhi,"Mahendra Narayan Nidhi (24 February 1922 – 4 May 1999) was a Nepali politician democracy fighter and  leader. He was the  in the Interim government led by  after the success of . He was one of the most influential leaders and General Secretary of . He started his active political journey from  in 1946. Nidhi was elected twice to the parliament in  and . He was the first deputy speaker of  of Nepal. Nidhi had started Rajeshwor Nidhi Higher Secondary School during the Rana period in  .
Nidhi was born in 1922 in  ."
Muhammad Okil Musalman,https://en.wikipedia.org/wiki/Muhammad_Okil_Musalman,Muhammad Okil Musalman (: ) is a  politician who belongs to the . In the  he was elected from the -7 constituency with 8121 votes as  candidate.
Hasina Miya,https://en.wikipedia.org/wiki/Hasina_Miya,Hasina Miya (: ) is a  politician who is the member of . Following the  she was selected by CPN (UML) from the  quota to represent the party in the assembly. Earlier Miya ran a bangle shop in Dulegauda .
Ishwar Dayal Mishra,https://en.wikipedia.org/wiki/Ishwar_Dayal_Mishra,"Ishwar Dayal Mishra (: ) is a  politician and a member of   He is also the general secretary of the party. He was born in 1972 in Kapilvastu Kushahwa Maharajganj.
In the  he was elected to represent  receiving 10394 votes."
Salma Khatoon Mikrani,https://en.wikipedia.org/wiki/Salma_Khatoon_Mikrani,"Salma Khatoon Mikrani (: ) is a  politician. She was a  member of the first  of Nepal in 2008 representing the  party. The party later split into two and she joined the Jaya Prakash Gupta group who launched a new political party under the name  in May 2011.
Before the second  election of 2013 she left the Madhesi Janaadhikar Forum Republican and joined the  in a programme held by chairman Mahanth Thakur in Janakpur in August 2013. She was the only representative of the Mikrani community in the Nepalese parliament.
She was born on  25 January 1976 at Kattarban village   . Her father was Mohammad Shamsul Haque Mikrani and her mother Jamila Begum Mikrani. She is married to Mohammad Azaz Mikrani from   Sarlahi and lives with him in Bharsar-6 Sarlahi.
She actively participated in the Madheshee Movement or Masdhesh agitation in 2006 and 2007 and because of her bravery sincerity patience and  courage the party gave her the opportunity to be the proportional representative of Sarlahi districts.
The  of Nepal has investigated cases of the sale of Red () passports by distinguished Constituent Assembly members representing Madhesi Janadhikar Forum. She has been implicated in this affair along with Shiva Pujan Rai Yadav and Rambha Devi."
Chandra Lal Meche,https://en.wikipedia.org/wiki/Chandra_Lal_Meche,"Chandra Lal Meche (: ) is a  politician from  belonging to the Communist Party of Nepal.
After the  Meche was not included amongst those elected through the  vote something that caused local Maoist activists in Charali to vandalise their party office in protest. Meche was however later nominated to the Constituent Assembly.
Meche is a close friend of Anirban Roy writer of the best-selling book---Prachanda: The Unknown Revolutionary."
Farmullah Mansoor,https://en.wikipedia.org/wiki/Farmulla_Mansur,Farmullah Mansoor is a  politician. Mansoor is Deputy general secretary of .  He is also the member of . He was elected to the  in the  on behalf of the .
Farmullah Mansoor,https://en.wikipedia.org/wiki/Farmulha_Mansur,Farmullah Mansoor is a  politician. Mansoor is Deputy general secretary of .  He is also the member of . He was elected to the  in the  on behalf of the .
Suresh Malla,https://en.wikipedia.org/wiki/Suresh_Malla,Suresh Malla (: ) is a  politician. He was elected to the  in the  on behalf of the .
Ram Bir Manandhar,https://en.wikipedia.org/wiki/Ram_Bir_Manandhar,"Ram Bir Manandhar (: ) is a Nepalese politician belonging to .
Manandhar is a former State Minister for . Manandhar was a member of . He had won Kathmandu 7 seat in  from ."
Kali Bahadur Malla,https://en.wikipedia.org/wiki/Kali_Bahadur_Malla,Kali Bahadur Malla (: ) is a  politician belonging to the Communist Party of Nepal. In the  he was elected from the -1 constituency winning 19009 votes.
Sapana Pradhan Malla,https://en.wikipedia.org/wiki/Sapana_Pradhan_Malla,"Sapana Pradhan Malla  (born November 15 1963 -) is a  Supreme Court Judge since August 1 2016 and a former member of the . As a lawyer and politician she is a well-known figure in Nepal due to her work to advance women's rights and increase inclusive language in the country's constitution. She is a former president of the Forum for Women Law & Development. In 2008 she was a joint winner of the . Born in Nawalparasi district Malla has a master's degree in Comparative Law from the . She also has a Mid-Career Masters from . She was a member of the  (CAT) 2014–2017 term.
Malla was born on November 15 1963 in Nawal Parasi in Nepal.
Malla received a master's degree in Comparative Law (MCL) from the University of Delhi India in 1990 Mid Career Master in Public Administration dministration(MC/MPA) from Harvard University USA and a bachelor's degree in  Law from  in Kathmandu Nepal in 1987.
Malla served as a member of the Nepalese Constituent Assembly or parliament from May 2008 to May 2012 during which time she advocated for women's rights in all areas—from  to citizenship. When asked about the challenges she faces as an advocate for women's rights she told PassBlue:  She is a former Senior Advocate of Nepal.
In 2008 Malla and  were joint winners of the  (given by the Peter and Patricia Gruber Foundation) for her work related to ""public interest litigation in [Nepal] including equality in inheritance legalization of abortion criminalization of marital rape equality in marriage and family law.""
Malla was a member of the  (CAT) during the 2014 to 2017 term. She has extensive experience as an advisor to the UN and WHO. Please see her complete curriculum vitae for complete details.
Malla recently received social media backlash when she presided over a bench of the Honorable Supreme Court of Nepal which granted interim-bail on medical grounds during COVID-19 to an accused who was involved in a fatal drunk driving car accident in the capital in December 2019."
Radha Krishna Mainali,https://en.wikipedia.org/wiki/Radha_Krishna_Mainali,"Radha Krishna Mainali  better known as R. K. Mainali (born September 26 1946 in Chokpur ) is a  politician. In the early 1970s he was one (along with his brother ) of the radical communists who led the Jhapa rebellion inspired by the  movement in .
R.K. Mainali was imprisoned in 1973 and was not released until 1986. After his release he argued that the communists should form broadbased movements for democratic change. By this time he was a leading member of the . He was a prominent leader of the 1990  as the Acting Chairman of the  and was one of four Jana Andolan leaders to appear on national TV on April 8 1990 to declare that the movement for democracy had been victorious.
He later became a leading figure in the  (which the CPN(ML) had merged into). R.K. Mainali contested the -5 constituency in the . He won the seat with 16361 votes defeating the  candidate Surya Narayan Tajpuriya. After the election he became Minister for Agriculture Land Reforms and Management in the CPN(UML) minority government headed by . Mainali was Minister of Health in the coalition government led by  between March 12 1997 and October 6 1997.
In 1998 he took part in a split and the formation of the . He became a  member of the new CPN(ML). He was a candidate of CPN(ML) in the  but lost his seat.
In 2002 when CPN(UML) and CPN(ML) reunified Mainali returned to CPN(UML) and became a member of the party's Standing Committee. However in July 2003 his party membership was suspended due to his disagreements with the party. Mainali had criticized the tactics of the party and advocated rapprochement with King .
After the royal coup on February 1 2005 R.K. Mainali sided with the monarch and became Minister for Education & Sports in his cabinet. Following the overthrow of the royal cabinet in April 2006 Mainali has denied responsibility for the repression unleashed on protestors during the  (Loktantra Andolan). In September 2010 Mainali joined the ."
Keshav Prasad Mainali,https://en.wikipedia.org/wiki/Keshav_Prasad_Mainali,"Keshav Prasad Mainali (: ) is a  politician. He currently belongs to . He was the chairman of the . He joined the  in the late 1960s. He later became the president of the   committee. He left the Nepali Congress and founded the Chure Bhawar Ekta Samaj in 2006. This organization later became the Chure Bhawar Rastriya Ekta Party Nepal.
In the  the party won 1 seat through the  vote. Mainali became the representative of the party in the assembly.
In 2010 Mainali was expelled from the Chure Bhawar Rastriya Ekta Party Nepal and he founded a new party ."
C. P. Mainali,https://en.wikipedia.org/wiki/Chandra_Prakash_Mainali,"C. P. Mainali more commonly known as  (born August 22 1951 in  ) is a  politician in Nepal and former .
In the early 1970s he was one (along with his brother ) of the radical communists who led the  inspired by the  movement in .
From 1965 onwards he was involved in the student movement. In 1970 Mainali joined the . During his years as a political activist he had aliases ('party names') such as Jay Subhas Devi and Kanchan.
In 1971 Mainali was one of a group of young leaders of the  Committee of the . The other main leaders of this group were  Mainali's brother and . The group was inspired by the  in  and its leader . In May 1971 the group initiated an armed rebellion killing landlords and other perceived class enemies.
The leadership of the party did not approve of the methods used by the Jhapa movement and Mainali and his fellows were now an independent grouping. The rebellion was rapidly crushed by the state forces and hundreds of its followers were killed jailed or forced into exile. Nevertheless the group continued to conduct clandestine political work amongst the peasants of Jhapa.
In 1975 the survivors of the Jhapa movement took the initiative to found the . Other small groups merged with ANCRCC (ML). On December 26 1978 ANCRCC (ML) organized the founding congress of the . Mainali was elected general secretary of the party. CPN (ML) was an underground party and conducted small-scale armed activities against the regime and feudal landlords.
The tactics of armed struggle however did not prove to be successful for CPN (ML). The party changed its political approach and started to focus more on mobilizing mass movements for a democratic change. Mainali clearly identified with the initial militant phase of the party was removed from his post of general secretary and replaced by .
Later CPN (ML) would merge into .
When CPN (UML) under 's premiership formed a minority government in 1994 C.P. Mainali was nominated to become the speaker of the legislative. He was however defeated by the  nominee . Mainali was then named Minister for Local Development and Supply.
In 1998  was torn by internal strife. Mainali and  led a break-away group that was named . CPN (ML) briefly joined a  government led by . In the  CPN (ML) failed miserably to challenge the domination of CPN (UML). The party did get an impressive 6.4% of the national vote but failed to win a single seat.
At the time of the 2000 CPN (ML) party congress Mainali challenged  for the post of general secretary. Whereas Gautam upheld the line of People's Multiparty Democracy as formulated by  (which was also the political line of CPN (UML)) Mainali argued for a more radical political approach.
In 2002 CPN (ML) and CPN (UML) re-unified. C.P. Mainali did however refuse to go along with the merger and refounded . He remained as the general secretary of the party.
During the anti-government protests in 2002–2006 Mainali is one of the main leaders of the . He has served as ULF chairman for a period. Following the February 1 2005 royal coup d'état Mainali was placed in house arrest. He was released on February 25.
In January 2007 Mainali was inducted into the . He was the chairman of the Natural Resources Committee of the interim parliament. After the  Mainali became a Constituent Assembly member.
Mainali served as deputy prime minister for a brief period in the first Oli cabinet. He was also assigned Minister for Women Children and Social Welfare."
Rajendra Mahato,https://en.wikipedia.org/wiki/Rajendra_Mahato,"Rajendra Mahato (: ; born 19 November 1958) is a  who was serving as the  and  since 4 June 2021 but was removed from the post by Supreme Court on 22 June 2021 making the tenure of just 18 days and shortest till date. He was the parliamentary party leader of the  although the status matter of conflict within the party. Though weak today due to continuous party change he once was a well known leader of Terai-Madhesh based political alliance. Now he is thought to move to . He has previously contested the election from  and  where his party could win no local level head position and got clean swept in recent election.
He started his political career from 1990. In the  he stood as the  candidate in the constituency -2. He came second with 10173 votes. In the  he won the seat with 14750 votes defeating former   of the .  Mahato resigned from the  on January 19 2008.
In 2007 Mahato broke away from  and formed his own party which later acquired the name . Mahato has never had a stable political party. He joined Rastriya Janata Party. Later he joined Janata Samajbadi Party. In few months he broke the party to join .
In April 2008 he won the -4 seat in the .
Mahato lost his seat in the  to Mahendra Rai Yadav of the Terai Madesh Sadhbhawana Party Nepal.  The party nominated his wife Sahil Devi Mahato to the Constituent Assembly from the two seats assigned to the party under proportional representation.
Mahato had also become a leader for the  and stated concerns about Nepal's proposed constitution calling it a ploy to subjugate the Madhesi. On 4 June 2021 he surprisingly joined  led by KP Oli whom he criticized the most.
Mahato was born in  of eastern  on 19 November 1958 as the first child of Khobhari Mahato but it remains disputed and a large mass of people believe him to have born in Bihar India. This claimed by CPN-UML youth wing's present vice-president Sanjeev Jha.

After the promulgation of Constitution of Nepal a long strike was brought in light by the then Madheshi morcha mainly in terai of Nepal. Mahato burned a copy of Constitution of Nepal at the premises of Narayani Sub-regional hospital Birgunj stating that he cannot accept the constitution which failed to integrate and maintain the Madhesi's rights at any cost. Mahato in one of this statement said;“The constitution in favour of Koirala Oli and Dahal promulgated amid violence initiated by the government itself will never be acceptable to us.”  He pictured Prime-minister Oli of being the biggest enemy of Madhesh and Madheshi people many times in past. He had once said;""Oli’s patriotism protest against India won’t benefit country."" On 4 June 2021 he surprisingly joined 

Mahato was rumoured to be one of eight politicians whose citizenship were annulled in August 2019 when the cabinet decided to cancel the citizenship of individuals who acquired Nepali citizenship through forged documents. Although the government has published the name of the individuals their full details are yet undisclosed. This came into light after few youth of UML's youth organization pleaded for cancelling the citizenship of Mahato and re-verify it. For the same purpose a group of youth including Sanjeev Jha submitted an application to the then incumbent Home minister shakti Bahadur Basnet during . On 21 June 2021 a note was pasted on main gate of  by  to restrict the entry of Mahato in the premises. On 22 June 2021 a complain numbered  was lodged at  the concerned authority again to investigate his citizenship by advocate Birbhadra Joshi Tulsi Ram Parajuli and Anil Bajgain.

On 4 June 2021 a group of  lead by Mahantha Thakur accepted the proposal of  of joining the government. Rajendra Mahato led a group of 8 ministers and 2 state ministers to government. However a statement of him was highly criticized. Mahato included a line; “We remain committed to building an alternative power and will safeguard identity and rights of our people. As long as we are in power we will pursue good governance. We will prepare for a nationwide movement to set up multi-nation state in Nepal.”  The comment drew quick criticism on social media twitter Facebook and tik-tok which accused Mr. Mahato of playing divisive politics. It was disliked by many high-ranked political leader of   leading the government. Yogesh Bhattarai a UML leader famous among youth urged Prime Minister Oli to advise his ministerial colleagues to be restrained in public comments. On the other hand protest was organised on Saturday by the All Nepal National Free Students Union (ANNFSU) that demanded prime-minister Oli to step down over the comments. This statement was also criticized by 12 different wings of  Due to high pressure and criticism Mahato had no other alternative than taking his statement back. Due to this took his statement back on mid-night of 5 May 2021.
As of 2013 Mr. Mahato has given candidacy in 5 election from 1991 to 2013 where he lost in 3 while won in only one from  and  each of 3 elections and 2 respectively. In 2017 he filled his candidacy from Dhanusha-3 due to dispute between him and  for   as both were in same party while Yadav remained much powerful in the constituency of Mahato. Hence he came to  a prominent constituency of  where majority voters are Yadav-Sudi. Due to this factor and alliance between - where UML supported externally as none among - alliance and  led  could win single-handedly as a result he won here with joint votes of duo alliance."
Muga Lal Mahato,https://en.wikipedia.org/wiki/Muga_Lal_Mahato,Muga Lal Mahato (: ) is a  politician belonging to the . In April 2008 he won the -4 seat in the  with 19945 votes.
Ram Sharan Mahat,https://en.wikipedia.org/wiki/Ram_Saran_Mahat,"Ram Sharan Mahat was the  of  under the government led by .
Mahat represented  in the parliament for four consecutive term and currently a parliamentarian from Nuwakot -2. 
He was a member of the . He won the Nuwakot–2 seat in  from the .
Mahat was born to a middle-class family in Nuwakot Nepal on 1 January 1951. He is the eldest of seven children of Khadga Bahadur Mahat and Tol Kumari Mahat.
He passed the School Leaving Certificate at the age of 13 in 1964.  Ram Sharan Mahat got his master's degree in Economics from  in 1972. He was gold medalist in his college and university life. Following graduation from college at the age of 17 Mahat worked as a high school headmaster in  of Nepal. He briefly worked as a lecturer in economics at the Department of Tribhuvan University.
Despite being selected for scholarship he was denied an opportunity to go abroad for advanced studies by the Panchayat government because of his political background. Instead he was incarcerated for two years (1973–75) under Security Act without any charge sheet. After his release he went to  in Pune India in 1976 for his Ph.D under a Government of India scholarship. He completed his degree in 1979.
Mahat was also a recipient of US Government's  1987/88 and was associated with the School of  International Studies of the American University Washington DC US. He was a recipient of the Francis Humbert Humphrey Award for leadership role in the public service by the USIA and the Institute of International Education USA. He is an honorary fellow of the University of Connecticut/Bridgeport.
Mahat joined the UN service in 1980 and served at UNDP office in Kathmandu New York and Pakistan. In his last assignment he coordinated UNDP cross border humanitarian programme in Afghanistan (1989-1990). After the restoration of democratic politics in Nepal 1990 he left the UNDP job to join electoral politics in his country.

Dr. Ram Sharan Mahat a senior leader of Nepali Congress combines a rare background of an active politician and a technocrat. Born in a middle-class family in Nuwakot district of rural Nepal he became politically active since early student days. He was imprisoned at the age of 14 while participating in a student demonstration. One of the leading student activists in his college and university days in Nepal he was imprisoned several times by the autocratic monarchial regime in the sixties and seventies. After graduating in 1968 with a gold medal he taught in a secondary school in a remote Lamjung district and became its headmaster at the age of 19. In 1971 he became the General Secretary of Nepal Students Union the largest students association affiliated with Nepali Congress – outlawed by the autocratic regime from 1961 until 1990.
He campaigned actively for multiparty democracy in Nepal during the national referendum of 1980. He subsequently joined UNDP/Nepal as a programme officer and subsequently served as Area Officer in UNDP Headquarters Asia and Pacific Bureau in New York. 
After losing the parliamentary elections from constituent-1 of Nuwakot district in 1991 he was appointed the Economic Advisor to the Prime Minister of Nepal. He then served as the deputy chairman of the National Planning Commission of Nepal for three years (1991-1993).  He was elected Member of Parliament first time in 1993 from constituent-2 of Nuwakot district which he has successfully retained to date. He won that seat for the fourth time in the November 2013 general election for the Constituent Assembly/Parliament.
A man of integrity and believer of probity and transparency in public life he has voluntarily resigned as Finance Minister from cabinet twice. The first time in 1997 to facilitate judicial investigation when the opposition raised question about his foreign exchange accounts in a NEW York Bank. He was acquitted of the charge and subsequently reinstated to his position. The second time he resigned in 2002 protesting the Prime Minister's unexpected announcement to dissolve the parliament.
Following the royal takeover of political power in 2002 he actively participated in Nepal's 'anti-regression movement' which culminated in the mass uprising of April 2006 leading eventually to the abolition of monarchy. He was the Finance Minister of the first national unity government formed afterwards which eventually included the ex Maoist rebels also.
In Nepal's turbulent political transition following the decade-long Maoist insurgency in Nepal Mahat also served as member of the Special Committee for the Integration and Rehabilitation of Maoist Army Combatants which saw the successful resolution in 2013 on the future of some 17000 former combatants.
He has also served in the board of trustees of the Asian Institute of Technology Bangkok (1993/4).
Mahat has several publications to his credit including the widely acclaimed book  (2005)."
Suresh Ale Magar,https://en.wikipedia.org/wiki/Suresh_Ale_Magar,"Suresh Ale Magar is a  politician belonging to the . He was previously working as a lecturer in  at the   .
Ale was the founding General Secretary of the  and the . He has also been the president of the .
In 1999 Ale was arrested three times under the Public Security Act. In late 1999  expressed concern over the possibility that Ale had ''. However after the visit of an AI official to Nepal Ale was released by the state authorities in early 2000.
In 2004 Ale was arrested by  authorities and handed over the regime in Nepal. Ale was at the time active in the International Department of CPN(Maoist) and the .  and  were arrested along with Ale.
In the  he was elected from the -1 constituency winning 17744 votes."
Chandra Maharjan,https://en.wikipedia.org/wiki/Chandra_Maharjan,"Chandra Maharjan (: ) is a member of . He won Lalitpur–2 seat in  from . He is also a Former President of Jyapu Samaj Yala.
Chandra Maharjan was born on 16 November 1954 in Subahal Lalitpur-8 to Chandra Man Maharjan and Buddhi Maya Maharjan. He has two sons and three daughters. He holds a bachelor's degree in Political Science. He is the vice-president of Jyapu Samaj-Yala general secretary of Ganeshman Singh Study Foundation and founder member of Rotary Club.
Maharjan began his political career from CPN (Fourth Convention) in 1972. He was a representative of  General Convention. He was initially inclined to communist philosophy but joined NC after the referendum of 1980. He also served as  the central member of NC's association of ethnic communities. Maharjan has also worked as district president and was also elected as deputy mayor of Lalitpur Sub-metropolitan City in 1992. In the  Maharjan was defeated from Lalitpur-2 with 16392 votes."
Onsari Gharti Magar,https://en.wikipedia.org/wiki/Onsari_Gharti_Magar,"Onsari Gharti Magar (: ओनसरी घर्तिमगर) is a Nepali communist politician and current parliamentarian. She was the first female Speaker of the . She was elected unopposed as Speaker on October 16 2015.
She served as Deputy Speaker of Parliament and was Minister of Youth and Sports in the cabinet of . She was elected to the  (CA) from  constituency-2 in the second CA election. She was elected to the  in 2017 under party list.


She is married to . Barshaman Pun is formersecretary of  the  ."
Krishna Bahadur Mahara,https://en.wikipedia.org/wiki/Krishna_Bahadur_Mahara,"Krishna Bahadur Mahara is a  politician belonging to the . He was a prominent Maoist leader during the . After the maoists entered the peace process he was elected to parliament/constituent-assembly multiple times and also became cabinet minister. Following his election to the house of representatives in the  he was elected House Speaker but resigned in October 2019 after allegations of attempted rape were made by a parliamentary staffer. He was acquitted in February 2020.
In the  he was elected from the -3 constituency winning 20784 votes. He was subsequently appointed as Minister of Information and Communication in the Cabinet headed by CPN (M) Chairman  and sworn in on 22 August 2008.
In September 2019 an employee of the parliament secretariat came forward alleging attempted rape by a drunk Mahara at her apartment on the night of 29 September. Mahara resigned as Speaker on 1 October at the behest of his party and was subsequently arrested."
Purna Kumar Sharma Limbu,https://en.wikipedia.org/wiki/Purna_Kumar_Sharma_Limbu,"Purna Kumar Sharma Limbu (: ) is a  politician belonging to the . In 2005 Sherma was nominated to the Central Working Committee of the Nepali Congress.
In the  he was elected from the -1 constituency winning 12920 votes."
Prakash Chandra Lohani,https://en.wikipedia.org/wiki/Prakash_Chandra_Lohani,"Prakash Chandra Lohani (: ) (born 21 April 1944) is a  politician  and member of the ARPPR.
He has served as a  Minister of Foreign Affairs Minister of Agriculture Minister of Labour & Transportation and Minister of Housing & Physical Planning in governments formed during the  era and in governments formed after the restoration of multi-party democracy.
Lohani was appointed  in July 1983 and June 2003. During his tenure as the Finance Minister for the first time in Nepal he initiated the process of financial liberalization by introducing policies in favor of  of public enterprises. Growth in Nepal's financial market especially the emergence of banking sectors financial institutions can be attributed to the policies enacted by him during his tenure as a finance minister. Nepal's first joint venture backed bank Nepal Arab Bank Limited (now ) was established during his tenure.
Lohani along with his love toward politics has a keen interest in finance and economics. He has shared his ideas and views at various national and international forums such  in Washington DC  (chairman) 41st session of the  in Bangkok and (chairman) Nepal Aid Group meeting in 2004. Dr. Lohani has also published papers in prestigious journals like the  .

He was a  who taught as an assistant professor of finance at the  California US (1968–1969). Dr. Lohani has an MBA degree from  and PhD from  (UCLA).
Lohani was a member of Nepal's historic erstwhile  which had been tasked with drafting a new constitution. At present Lohani is the chairman of the Rastriya Prajatantra Party."
Til Kumar Menyangbo Limbu,https://en.wikipedia.org/wiki/Til_Kumar_Menyangbo_Limbu,Til Kumar Menyangbo Limbu (: ) is a  politician belonging to the . He was elected to the  in the .
Balaram Gharti Magar,https://en.wikipedia.org/wiki/Balaram_Gharti_Magar,"Balaram Gharti Magar is a political leader of Nepal. He became minister 11 times in the past during  and after the declaration of multi-party system. Roughly he remained in different governments as a minister for about 30 years in the past. He is a Central Committee Member Senior Member of  (RPP). He is still actively taking part in his party activities. He has been visiting his birthplace  and Rolpali people time to time.
He was born at  VDC Ward No 5   District in  on 18 Shravan 1994 . His parents were Nar Bahadur Gharti Magar and Tika Kumari Gharti Magar. He has two brothers and one younger sister KrishnakalaHe lost his mother when he was 15 years old. When he was 16 years of age due to his grandfather's suggestion and request he married Belmati (Ramjali) Gharti Magar of Mijhing VDC Ward No 7 . He has seven daughters and resides at   Sub-Metropolitan city permanently. He did not get any formal opportunity to study as present day children do get due to his family background he got education at home from his father and grandfather. Later he got opportunity to study informally in  India.
In 2017 BS he went to Kanpur where he spent a year. He was influenced by political activities there. Although political activities in Nepal were banned in India it was free to open different unions. Every day after hearing the speeches from the Union leaders there he learnt the methods of conducting speeches and dealing with the political masses. He returned to Rolpa in 2018 BS and met resident of Gajul VDC Khadananda Subedi. He was  party leader of Rolpa and was Member of Parliament (MP) during the Nepali Congress-led Government. Subedi advised him to take active participation in politics. Gharti Magar was influenced by Nepali Congress party during that time.
During the election of  he was elected as a  of his village in 2018 BS. He was 24 years old when he became  for the first time. The next year there was District Panchayat's election he got elected as a  of District t. National  Member (NPM) election was held in the same year and he was elected without any opposition. In Baishakh 2020 BS meeting of National  was held formally. One of his well wishers knowing he was so young had suggested him not to be a minister because that post would have destroyed him. He was only 25 years of age at that time. The third election was held in Chaitra 2030 BS and he was reelected in NPM and in the meantime he became Assistant Minister of Home Affairs for the first time. He was 37 years old at that time. Later he became Defence State Minister. After one year he became Construction and Transport State Minister in 2035 BS under the premiership of Dr . In 2034 BS when Kirti Nidhi Bista became Prime Minister (PM) he became Construction and Transport Minister. Later when  became PM he became Defence Minister. There was another election in 2038 BS he was again reelected with huge majority of votes with about 28000. After becoming Defence Minister for one year he became Local Development Minister. After one year he became Industry Minister. Meantime he became Health Minister too. In 2040 BS he remained only NPM during the premiership of . There was another election during 2043 BS he was reelected in NPM.
After the multiparty democracy in Nepal in 2051BS he was elected as Member of Parliament (MP) from RPP. When Surya Bahadur Thapa became PM he was appointed as Construction and Transport Minister. Later when  became PM he became Housing and Physical Planning Minister. Later again when Sher Bahadur Deuba became PM he became Science and Technology Minister for the last time.
He has published five books:     and . He has just published his autobiography ""Aitihasik Ghatanakram Part 1"" in which he has compiled his experience in Nepalese politics.
He is awarded with Gorkha Dakshin Bahu First and Second Class Trishakti Patta Second Class Shubharajyavishek Padak Birendra Aishwarya Sewa Padak Sewa Padak and Coronation Medal."
Hari Raj Limbu,https://en.wikipedia.org/wiki/Hari_Raj_Limbu,Hari Raj Limbu (: ) is a  politician belonging to the Communist Party of Nepal. In April 2008 he won the -2 seat in the .
Ramesh Lekhak,https://en.wikipedia.org/wiki/Ramesh_Lekhak,"Ramesh Lekhak (: ) is a  politician and member of the . He was elected to the  in the   and  on behalf of the .
On April 1 2007 he was appointed Minister of State for Labour & Transport Management on behalf of .
In the  he was elected as a member of the ."
Bishwodip Lingden Limbu,https://en.wikipedia.org/wiki/Bishwodip_Lingden_Limbu,Bishwodip Lingden Limbu (: ) is a  politician belonging to the . In the  he won the -7 seat in the  with 16099 votes defeating his nearest rival .
Tirtha Bahadur Lama,https://en.wikipedia.org/wiki/Tirtha_Bahadur_Lama,"Tirtha Bahadur Lama (: ) is a Nepali politician belonging to . Lama who is the minister for Drinking water Energy and Irrigation of Bagmati province is currently serving as member of . Lama was elected from .
Lama is also a former member of . He won Kavre–1 seat in CA assembly 2013 from ."
